geno_pos	seqname	gene_pos	Kronja_mature_oocyte	Kronja_activated_egg	Samuels_GSC_AHS0	Samuels_GSC_AHS0.5	Samuels_GSC_AHS5	Samuels_GSC_AHS9	Samuels_GSC_AHS18	Samuels_GSC_AHS28	Samuels_GSC_AHS38	Douka_S2_UTD2	dmel_em_0_2h	dmel_em_2_6h	dmel_em_6_12h	dmel_em_12_24h	dmel_larva	dmel_pupa	dmel_female_body	dmel_male_body	dmel_female_head	dmel_male_head	Luo_S2_cell_ago2KD	Luo_S2_cell_ago2KD_serum_starvation	Luo_S2_cell_DMSO	Luo_S2_cell_dsNC	Luo_S2_cell_normal_starvation	Luo_S2_cell_rapamycin	Luo_S2_cell_serum_starvation	Luo_S2_cell_ssNC	Luo_S2_cell_T3	Luo_S2_cell_T6	Luo_S2_cell_T10	Dunn_em02	sum
X_15384802	X	15384802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15384811	X	15384811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15384824	X	15384824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15384847	X	15384847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15384883	X	15384883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15384887	X	15384887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15385014	X	15385014	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	9
X_15385129	X	15385129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	5
X_15420123	X	15420123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15421142	X	15421142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15421160	X	15421160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15421168	X	15421168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15421549	X	15421549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6
X_15440518	X	15440518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
X_15440535	X	15440535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
X_15440733	X	15440733	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
X_15440762	X	15440762	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
X_15441221	X	15441221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15462355	X	15462355	9	14	18	23	41	39	11	16	13	0	27	6	5	2	2	0	4	0	0	0	8	10	1	0	2	9	0	0	10	2	1	34	307
X_15462434	X	15462434	25	4	0	1	15	15	3	2	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	5	88
X_15464623	X	15464623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15465360	X	15465360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
X_15465608	X	15465608	1	0	4	3	3	3	3	6	8	0	0	0	0	0	0	0	0	1	2	3	1	0	0	1	0	0	0	0	0	0	0	1	40
X_15467725	X	15467725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15472171	X	15472171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
X_15472208	X	15472208	6	0	0	0	0	0	0	0	0	0	1	1	1	3	0	3	2	2	3	1	2	3	4	0	2	0	2	4	10	6	5	1	62
X_15499314	X	15499314	0	0	0	0	1	1	0	4	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
X_15499336	X	15499336	3	0	5	0	0	0	2	5	0	0	0	5	8	5	21	10	25	36	1	0	0	0	0	0	1	0	0	0	2	0	0	0	129
X_15521985	X	15521985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5
X_15522002	X	15522002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
X_15522009	X	15522009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15522077	X	15522077	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	15
X_15539734	X	15539734	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	6
X_15539758	X	15539758	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	13
X_15539845	X	15539845	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	7
X_15539848	X	15539848	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	6
X_15539875	X	15539875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15539913	X	15539913	0	1	0	0	0	0	0	1	0	0	2	1	2	10	0	0	1	3	36	40	0	0	0	0	0	0	0	0	0	0	0	5	102
X_15539924	X	15539924	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	9
X_15553960	X	15553960	1	4	0	0	9	0	2	2	3	0	1	0	0	2	1	1	1	11	4	4	0	0	0	0	0	0	0	0	0	0	0	0	46
X_15569020	X	15569020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15569056	X	15569056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15571689	X	15571689	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
X_15571730	X	15571730	2	0	1	2	2	0	1	0	0	0	2	2	6	6	0	1	2	0	2	3	14	10	6	4	5	1	0	1	8	3	1	1	86
X_15571780	X	15571780	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	4	1	0	1	2	0	2	0	2	0	0	1	0	0	0	18
X_15571835	X	15571835	1	21	1	0	1	0	0	0	1	1	1	1	0	4	1	1	2	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	40
X_15571984	X	15571984	14	10	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	2	3	0	4	0	0	0	0	1	2	0	0	41
X_15574531	X	15574531	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	8
X_15578066	X	15578066	13	28	1	0	0	2	0	0	0	0	4	4	1	0	0	10	43	10	2	3	1	3	2	0	1	1	1	0	3	2	0	6	141
X_15578158	X	15578158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15578169	X	15578169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15578219	X	15578219	0	0	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	3	4	3	0	1	1	2	0	3	3	1	0	27
X_1558242	X	1558242	142	0	3	1	5	1	3	20	14	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195
X_15583299	X	15583299	2	1	0	2	6	5	4	2	2	0	30	10	5	1	5	3	8	23	3	0	23	38	12	12	4	6	1	13	41	22	9	8	301
X_1558403	X	1558403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_1558412	X	1558412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_1558618	X	1558618	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
X_1558697	X	1558697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_1558732	X	1558732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15590871	X	15590871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
X_15590921	X	15590921	0	0	6	3	1	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	18
X_15590945	X	15590945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15593059	X	15593059	0	0	3	13	18	8	0	4	9	1	0	0	0	4	2	2	7	4	2	2	4	3	2	0	0	6	1	2	5	2	0	0	104
X_15593096	X	15593096	0	0	1	3	2	0	0	0	0	0	0	2	0	2	2	2	0	2	1	2	8	3	3	2	1	1	0	3	1	0	0	0	41
X_15593102	X	15593102	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	2	0	3	0	0	4	0	0	0	0	1	0	0	0	0	0	15
X_15593188	X	15593188	0	0	1	2	3	0	3	0	1	0	0	0	1	3	0	1	2	8	0	2	6	6	0	1	3	0	0	0	3	2	0	0	48
X_15593449	X	15593449	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
X_15626039	X	15626039	0	0	0	0	0	0	0	1	0	0	1	30	0	2	1	4	3	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	53
X_15626142	X	15626142	7	0	0	0	0	0	0	0	0	0	0	15	1	0	1	8	4	0	1	1	0	2	0	0	0	0	0	0	5	0	0	1	46
X_15632814	X	15632814	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6
X_15632832	X	15632832	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3
X_15632930	X	15632930	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8
X_15632993	X	15632993	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	0	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	12
X_15633048	X	15633048	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	7
X_15633123	X	15633123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	2	2	0	0	8
X_15633157	X	15633157	0	0	0	0	0	2	0	1	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	8
X_15633176	X	15633176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
X_15633180	X	15633180	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
X_15633292	X	15633292	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	7	2	6	1	0	4	0	4	5	5	5	0	41
X_15633298	X	15633298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	0	0	6
X_15633390	X	15633390	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
X_15669556	X	15669556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15669659	X	15669659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15675712	X	15675712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15675728	X	15675728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15675736	X	15675736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15675743	X	15675743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15675770	X	15675770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15688822	X	15688822	0	0	1	1	1	0	3	0	2	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
X_15697564	X	15697564	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	2	3	2	2	4	3	3	0	0	0	0	1	2	1	1	0	29
X_15697576	X	15697576	2	2	0	2	0	1	0	0	0	0	4	3	5	40	10	4	165	84	4	17	649	480	519	657	114	347	7	343	897	685	614	0	5655
X_15698046	X	15698046	1	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	1	2	0	0	2	1	0	0	0	0	0	0	3	0	0	0	14
X_15698131	X	15698131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15698265	X	15698265	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	4
X_15698324	X	15698324	0	0	0	0	1	0	0	0	0	0	0	1	1	8	0	0	8	6	1	0	4	6	3	1	3	0	0	0	5	0	2	0	50
X_15700914	X	15700914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15700942	X	15700942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15700974	X	15700974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	3	0	0	0	0	0	1	0	0	8
X_15701118	X	15701118	1	0	1	0	0	0	2	2	2	0	3	5	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	26
X_15701137	X	15701137	11	1	7	2	1	1	5	2	0	2	5	4	2	8	0	0	1	8	2	1	22	41	3	4	2	5	0	0	0	1	0	10	151
X_15704174	X	15704174	55	1	3	2	1	0	0	1	1	0	2	1	0	3	0	5	8	5	6	1	0	1	0	0	1	0	0	0	1	1	0	30	129
X_15704218	X	15704218	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	1	0	0	0	0	0	7	0	0	0	0	0	0	13
X_15710725	X	15710725	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
X_15710805	X	15710805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15710822	X	15710822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15710840	X	15710840	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
X_15712658	X	15712658	41	0	1	2	1	3	1	1	0	0	0	2	1	0	0	0	1	1	0	0	19	19	74	3	5	41	4	24	79	4	27	1	355
X_15712758	X	15712758	1	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	20	2	0	0	47	59	22	24	9	23	2	11	35	20	13	0	298
X_15713707	X	15713707	1	0	3	0	3	3	2	7	2	0	0	3	0	0	0	0	0	2	0	0	2	1	4	1	0	0	0	0	3	0	0	0	37
X_15713801	X	15713801	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	9
X_15733975	X	15733975	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	6
X_15737064	X	15737064	13	9	24	14	26	19	14	16	15	1	0	0	1	2	2	0	0	1	1	0	0	1	0	0	1	3	0	0	8	0	0	1	172
X_15738865	X	15738865	8	3	7	6	5	1	1	1	2	0	2	15	6	4	2	1	2	2	1	1	6	10	7	24	0	0	3	4	19	6	5	1	155
X_15739373	X	15739373	1	0	3	1	1	0	0	1	1	0	4	7	4	12	0	1	37	59	12	19	17	15	5	11	2	4	0	8	13	13	6	16	273
X_15746221	X	15746221	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	2	2	0	11
X_15746226	X	15746226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_1575134	X	1575134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
X_1575408	X	1575408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8
X_1575465	X	1575465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6
X_1575691	X	1575691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10
X_15758148	X	15758148	1	24	11	7	7	2	1	1	3	1	16	5	2	6	4	5	8	7	0	3	9	15	1	0	2	9	2	2	12	2	2	12	182
X_15758226	X	15758226	2	3	1	1	1	0	0	0	1	0	15	3	3	3	2	5	10	6	0	0	2	10	1	0	2	0	0	6	3	2	3	30	115
X_15758303	X	15758303	5	17	0	0	0	0	0	0	0	0	9	0	0	0	3	16	11	20	3	3	56	86	2	3	6	13	2	4	6	2	5	11	283
X_15760174	X	15760174	0	1	0	0	0	0	1	1	0	0	0	0	1	1	1	2	9	0	0	2	3	14	3	0	0	1	1	0	11	3	0	0	55
X_15760178	X	15760178	1	5	0	0	0	0	0	0	0	0	4	1	0	1	1	2	5	2	0	0	10	16	5	2	0	1	0	6	6	13	4	5	90
X_15760249	X	15760249	0	3	0	0	0	0	0	0	0	0	3	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	4	16
X_15760253	X	15760253	1	3	0	0	0	0	0	1	0	0	2	0	0	1	0	2	2	3	0	2	0	1	0	0	0	0	0	0	2	1	0	2	23
X_15760323	X	15760323	0	3	10	11	8	7	5	4	6	0	27	2	1	5	1	3	1	1	7	2	15	23	3	0	2	1	2	0	4	7	1	2	164
X_15760340	X	15760340	2	5	0	0	0	0	0	0	0	0	6	2	1	1	0	6	3	1	2	3	0	1	0	2	0	0	1	2	1	2	1	3	45
X_15760355	X	15760355	4	2	2	1	1	0	2	2	0	1	13	2	0	7	0	2	2	4	2	0	11	12	5	2	2	23	1	5	13	10	2	4	137
X_15760441	X	15760441	0	2	0	1	1	0	0	0	0	0	1	0	0	0	0	1	3	0	1	1	3	4	4	3	2	1	0	1	6	4	1	0	40
X_15760477	X	15760477	4	28	1	3	2	3	0	1	3	1	40	10	13	12	7	20	96	22	10	12	113	144	66	31	19	58	4	46	147	103	40	16	1075
X_15760560	X	15760560	0	2	0	0	0	0	0	0	0	0	7	2	2	10	7	18	21	6	10	12	23	15	10	8	1	7	0	0	8	3	3	7	182
X_15760584	X	15760584	0	3	0	0	2	0	0	0	0	0	22	6	6	5	1	0	6	3	2	1	4	8	14	0	5	12	0	0	18	3	0	10	131
X_15760593	X	15760593	3	6	4	1	2	0	0	0	2	0	33	6	1	14	2	10	20	6	3	5	101	111	12	17	13	78	15	6	37	20	9	9	546
X_15760605	X	15760605	7	16	7	5	16	6	4	7	5	0	12	1	2	8	3	3	3	8	4	6	14	16	21	14	2	14	1	12	41	37	19	8	322
X_15761262	X	15761262	0	0	4	2	1	5	1	9	2	0	1	0	0	0	0	0	1	0	0	0	4	0	6	5	2	2	0	9	7	19	3	1	84
X_15761306	X	15761306	2	0	1	1	0	0	2	0	0	0	1	1	0	0	0	3	4	1	0	0	0	1	5	0	3	0	0	0	2	15	1	10	53
X_15762964	X	15762964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15785164	X	15785164	19	40	0	1	4	0	0	0	0	6	28	11	6	1	10	9	6	5	5	0	0	4	1	0	1	3	1	1	0	0	1	43	206
X_15785181	X	15785181	44	42	3	1	1	2	1	0	2	0	38	8	4	2	2	3	10	3	4	3	6	9	2	14	1	0	0	8	4	11	1	132	361
X_15785282	X	15785282	52	72	2	0	2	0	5	0	0	0	60	46	5	2	2	25	23	6	4	0	6	8	2	2	1	1	0	3	2	4	3	55	393
X_15785379	X	15785379	13	19	2	2	1	1	1	4	0	0	15	20	4	1	0	3	7	1	1	0	1	12	6	7	7	4	1	4	22	21	4	13	197
X_15785385	X	15785385	81	59	1	4	1	0	1	2	2	0	12	14	9	0	2	16	38	3	0	1	0	0	0	0	1	0	0	0	0	0	0	2	249
X_15785426	X	15785426	192	190	15	5	4	2	11	11	2	0	89	10	13	3	10	40	18	8	3	19	49	56	5	3	10	14	3	2	23	5	5	74	894
X_15786085	X	15786085	17	4	2	0	3	2	0	2	1	0	3	2	3	4	0	2	0	4	1	0	8	13	5	5	2	2	1	3	11	7	4	11	122
X_15789102	X	15789102	0	0	2	1	0	0	2	1	3	0	0	0	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	15
X_15795206	X	15795206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15795308	X	15795308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15795315	X	15795315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15795329	X	15795329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15795407	X	15795407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15795413	X	15795413	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5
X_15795492	X	15795492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15795528	X	15795528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15795575	X	15795575	0	0	0	3	3	0	0	0	1	0	3	2	1	1	3	1	1	0	1	0	3	1	0	1	0	2	0	0	1	0	0	5	33
X_15795853	X	15795853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15799014	X	15799014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15799535	X	15799535	0	0	0	1	1	0	0	0	0	0	0	1	0	2	1	2	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	14
X_15799648	X	15799648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15802878	X	15802878	8	0	1	4	4	0	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	23
X_15802916	X	15802916	0	0	1	0	1	1	1	0	0	0	0	0	0	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11
X_15802946	X	15802946	3	0	0	1	0	0	1	0	1	0	0	0	0	1	2	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	15
X_15802956	X	15802956	2	0	0	0	0	1	0	1	0	0	1	0	0	1	1	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	15
X_15802975	X	15802975	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
X_15803025	X	15803025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15803073	X	15803073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15803087	X	15803087	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
X_15803552	X	15803552	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
X_15803562	X	15803562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15803569	X	15803569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15803611	X	15803611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X_15803624	X	15803624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
